unit_number,cycle,op1,op2,predicted_RUL,RUL,error,risk_level,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
57,115,0.0006,-0.0003,110.23524,148,37.76476287841797,Low,642.28,1589.55,1410.35,553.22,2388.09,9054.18,47.61,521.39,2388.12,8129.09,8.4078,393,38.8,23.3336
57,116,0.0013,0.0004,93.16488,147,53.835121154785156,Low,642.13,1585.38,1414.98,554.22,2388.11,9046.49,47.61,521.3,2388.12,8130.67,8.4147,393,38.69,23.3695
57,117,-0.0001,-0.0004,84.169136,146,61.83086395263672,Low,642.95,1590.33,1416.74,553.74,2388.14,9052.37,47.59,521.61,2388.14,8128.36,8.4317,393,38.8,23.2101
57,118,-0.002,-0.0001,95.65388,145,49.34612274169922,Low,642.31,1588.15,1400.81,553.57,2388.15,9052.95,47.49,521.45,2388.09,8133.09,8.4825,392,38.87,23.3278
57,119,-0.0031,0.0,91.78463,144,52.215370178222656,Low,642.53,1592.28,1404.29,553.49,2388.16,9047.22,47.47,521.23,2388.11,8124.95,8.4342,393,38.91,23.3174
57,120,0.0017,-0.0002,89.99789,143,53.002113342285156,Low,642.74,1585.33,1412.62,554.58,2388.08,9049.32,47.57,521.57,2388.14,8134.65,8.439,392,38.85,23.2808
57,121,0.0021,-0.0001,110.759705,142,31.24029541015625,Low,643.08,1587.03,1403.46,553.26,2388.08,9052.15,47.38,521.69,2388.1,8128.7,8.4103,393,38.78,23.3136
57,122,-0.0005,0.0003,85.69996,141,55.30004119873047,Low,642.94,1589.67,1406.33,552.98,2388.14,9050.09,47.51,521.61,2388.08,8130.89,8.453,393,39.02,23.2601
57,123,0.0004,0.0002,106.18696,140,33.81304168701172,Low,643.7,1583.64,1412.3,553.05,2388.08,9048.4,47.62,521.84,2388.09,8136.34,8.4434,393,38.79,23.4258
57,124,-0.0001,-0.0001,94.8888,139,44.11119842529297,Low,642.57,1588.61,1409.17,552.62,2388.12,9052.25,47.45,521.52,2388.14,8131.28,8.41,393,38.9,23.2888
57,125,-0.0024,-0.0001,79.72292,138,58.277076721191406,Low,642.76,1587.68,1403.81,553.22,2388.13,9050.36,47.67,521.67,2388.11,8128.11,8.438,393,38.79,23.3029
57,126,-0.0004,0.0,84.95796,137,52.04203796386719,Low,642.74,1594.78,1404.93,553.4,2388.11,9052.78,47.69,521.2,2388.09,8135.64,8.4802,393,38.68,23.2788
57,127,-0.0033,0.0004,98.51879,136,37.48120880126953,Low,642.71,1584.9,1411.77,553.59,2388.09,9045.79,47.61,521.75,2388.11,8126.04,8.4554,393,38.81,23.243
57,128,0.0007,0.0001,83.8381,135,51.161903381347656,Low,643.15,1589.1,1407.36,552.88,2388.14,9051.72,47.43,520.42,2388.09,8130.22,8.4271,391,38.83,23.2912
57,129,0.0009,-0.0004,90.156715,134,43.843284606933594,Low,642.53,1588.59,1405.99,553.73,2388.13,9052.69,47.56,521.29,2388.12,8134.35,8.4317,391,38.74,23.2689
57,130,0.003,0.0005,93.86737,133,39.13262939453125,Low,642.55,1592.86,1407.12,553.72,2388.12,9054.46,47.37,521.57,2388.11,8133.05,8.4426,392,38.7,23.3048
57,131,-0.001,0.0005,87.14164,132,44.858360290527344,Low,642.72,1591.16,1407.91,553.09,2388.21,9047.67,47.66,521.23,2388.09,8135.26,8.4327,392,38.92,23.3027
57,132,0.0,0.0002,95.58949,131,35.41050720214844,Low,643.34,1589.47,1411.07,553.58,2388.12,9056.14,47.54,521.07,2388.15,8136.22,8.4305,393,38.78,23.3778
57,133,-0.0025,-0.0002,81.90807,130,48.09192657470703,Low,643.02,1594.96,1406.42,553.3,2388.1,9055.69,47.55,521.17,2388.18,8127.95,8.4429,394,38.73,23.1703
57,134,-0.002,-0.0003,84.59829,129,44.401710510253906,Low,642.92,1585.95,1405.22,553.23,2388.12,9049.24,47.49,520.67,2388.13,8131.19,8.4611,393,38.79,23.2802
57,135,-0.0003,-0.0,94.82809,128,33.171913146972656,Low,642.71,1589.16,1404.58,553.78,2388.08,9055.74,47.65,521.34,2388.17,8132.75,8.4099,392,38.63,23.3165
57,136,-0.0011,0.0003,102.8669,127,24.133102416992188,Low,642.63,1588.98,1402.44,552.64,2388.09,9054.93,47.46,521.54,2388.11,8132.73,8.4272,393,38.81,23.2964
57,137,-0.0008,0.0001,100.33556,126,25.66443634033203,Low,642.6,1602.58,1410.85,553.44,2388.06,9043.48,47.61,521.43,2388.15,8127.66,8.4285,394,38.78,23.2671
57,138,-0.0019,-0.0005,92.639694,125,32.36030578613281,Low,642.17,1586.29,1404.49,553.99,2388.21,9049.0,47.55,522.01,2388.12,8128.83,8.3982,393,38.71,23.26
57,139,0.0021,-0.0003,79.67719,124,44.32280731201172,Low,642.68,1584.59,1410.54,552.94,2388.14,9049.16,47.61,521.32,2388.14,8127.37,8.4404,393,38.89,23.2293
57,140,0.0007,-0.0003,88.61176,123,34.38823699951172,Low,642.42,1595.55,1400.24,552.99,2388.1,9040.15,47.7,521.13,2388.18,8133.16,8.4112,393,38.7,23.2192
57,141,-0.0014,0.0002,103.99384,122,18.00615692138672,Low,641.99,1603.58,1413.21,553.42,2388.1,9050.62,47.54,521.97,2388.19,8134.42,8.432,395,38.94,23.295
57,142,0.0062,0.0003,70.85843,121,50.141571044921875,Low,642.61,1593.17,1410.68,553.22,2388.18,9049.08,47.56,520.92,2388.14,8131.48,8.4392,394,38.67,23.2603
57,143,0.0036,-0.0001,75.85219,120,44.14781188964844,Low,642.48,1592.72,1411.55,552.52,2388.11,9053.88,47.59,521.14,2388.13,8132.24,8.4585,394,38.89,23.2889
57,144,-0.0003,0.0,83.369736,119,35.63026428222656,Low,642.85,1594.24,1409.9,553.37,2388.12,9049.76,47.45,520.95,2388.09,8128.09,8.436,393,38.66,23.2508
57,145,0.0015,0.0003,74.7574,118,43.24259948730469,Low,642.89,1591.34,1411.36,552.8,2388.13,9050.83,47.57,521.1,2388.12,8124.38,8.419,394,38.76,23.2876
57,146,0.0014,0.0003,89.3592,117,27.64080047607422,Low,642.72,1586.7,1408.66,553.21,2388.09,9054.22,47.64,521.04,2388.09,8129.13,8.425,392,38.76,23.2986
57,147,-0.0053,-0.0002,88.556625,116,27.443374633789062,Low,642.61,1588.77,1412.7,553.27,2388.11,9051.28,47.63,521.15,2388.13,8122.46,8.4241,393,38.78,23.3236
57,148,-0.0008,-0.0003,89.45645,115,25.543548583984375,Low,642.68,1589.37,1409.54,553.22,2388.09,9049.15,47.7,521.23,2388.15,8129.22,8.425,392,38.85,23.2306
57,149,0.0029,0.0004,85.3013,114,28.698699951171875,Low,642.65,1592.82,1417.55,553.58,2388.12,9052.12,47.51,521.62,2388.1,8127.34,8.4105,395,38.73,23.2714
57,150,-0.0022,0.0001,78.56344,113,34.436561584472656,Low,642.49,1591.63,1408.02,553.01,2388.09,9051.31,47.55,520.87,2388.13,8127.45,8.4565,393,38.71,23.1762
57,151,0.0015,0.0005,97.22539,112,14.774612426757812,Low,642.58,1590.65,1412.53,553.05,2388.11,9050.08,47.59,521.97,2388.06,8134.13,8.4358,393,38.95,23.2556
57,152,0.0009,0.0001,71.94278,111,39.057220458984375,Low,642.67,1598.02,1407.62,552.8,2388.13,9048.61,47.58,520.71,2388.16,8132.11,8.4302,393,38.84,23.1748
57,153,0.001,-0.0003,86.87922,110,23.12078094482422,Low,642.68,1591.22,1402.58,553.95,2388.15,9049.25,47.52,521.27,2388.14,8133.46,8.416,393,38.89,23.2219
57,154,0.0002,0.0004,72.57455,109,36.425453186035156,Low,642.83,1592.83,1414.08,552.57,2388.11,9048.65,47.66,520.89,2388.11,8130.38,8.4427,394,38.8,23.376
57,155,-0.0024,0.0001,90.84071,108,17.159286499023438,Low,642.83,1589.88,1411.04,553.53,2388.09,9053.73,47.6,521.77,2388.14,8126.04,8.4672,395,38.83,23.2695
57,156,-0.0034,-0.0001,84.9452,107,22.05480194091797,Low,642.36,1589.5,1410.2,552.76,2388.13,9047.74,47.46,521.29,2388.12,8131.9,8.441,395,38.94,23.2436
57,157,0.0014,0.0004,87.77462,106,18.225379943847656,Low,643.13,1589.47,1411.33,553.32,2388.18,9046.65,47.63,520.95,2388.14,8129.22,8.3743,393,38.74,23.2291
57,158,0.0002,0.0004,85.70885,105,19.291152954101562,Low,642.89,1589.96,1414.02,553.38,2388.1,9060.1,47.37,520.76,2388.12,8130.35,8.4909,394,38.69,23.1751
57,159,-0.0035,0.0,82.25575,104,21.744247436523438,Low,642.69,1585.46,1416.36,553.45,2388.08,9044.05,47.66,521.39,2388.15,8130.76,8.4964,395,38.83,23.1511
57,160,0.0035,-0.0001,75.23129,103,27.768707275390625,Low,642.17,1590.38,1411.95,552.43,2388.11,9043.8,47.59,521.61,2388.19,8131.76,8.4603,394,38.77,23.291
58,1,0.0019,0.0003,209.10248,212,2.89752197265625,Low,641.93,1589.01,1397.36,553.8,2388.03,9052.53,47.15,521.89,2388.07,8127.61,8.4338,392,39.01,23.2973
58,2,0.0017,0.0002,211.46426,211,-0.464263916015625,Low,642.42,1584.33,1404.24,554.2,2388.03,9042.78,47.13,522.06,2388.09,8128.56,8.3838,391,38.93,23.4624
58,3,-0.0015,0.0003,202.50993,210,7.4900665283203125,Low,642.18,1582.82,1408.29,554.08,2388.07,9046.81,47.35,521.73,2388.04,8132.41,8.4208,393,38.99,23.3679
58,4,0.0002,0.0003,195.45972,209,13.540283203125,Low,642.63,1587.91,1400.01,554.05,2388.08,9046.29,47.32,522.1,2388.04,8121.94,8.3918,393,39.07,23.4623
58,5,-0.0007,-0.0002,206.5129,208,1.4871063232421875,Low,642.06,1581.15,1404.09,554.6,2388.08,9048.29,47.17,521.62,2388.03,8132.82,8.4224,393,38.95,23.3744
58,6,0.0001,-0.0002,201.38489,207,5.6151123046875,Low,642.13,1587.92,1405.81,554.71,2388.11,9046.69,47.34,521.25,2388.05,8125.86,8.4238,391,38.95,23.4035
58,7,-0.0016,0.0003,210.86111,206,-4.861114501953125,Low,642.37,1583.88,1396.43,554.57,2388.06,9049.44,47.22,521.59,2388.01,8134.35,8.4186,392,39.03,23.3347
58,8,0.0003,0.0004,192.20953,205,12.79046630859375,Low,642.74,1585.78,1408.02,553.66,2388.06,9047.96,47.2,522.38,2388.05,8130.45,8.4081,393,38.97,23.4338
58,9,-0.0042,0.0001,204.67651,204,-0.676513671875,Low,641.9,1587.58,1401.31,554.31,2388.01,9045.45,47.29,521.96,2388.03,8129.93,8.3937,392,39.09,23.3186
58,10,-0.0018,-0.0002,210.84325,203,-7.8432464599609375,Low,642.28,1586.16,1402.15,553.93,2388.06,9057.71,47.41,522.02,2388.0,8138.3,8.4074,391,38.77,23.3678
58,11,0.0005,0.0002,182.52419,202,19.475814819335938,Low,642.1,1585.07,1400.88,554.94,2388.06,9045.97,47.33,521.88,2388.12,8128.42,8.3883,392,38.91,23.3704
58,12,-0.0005,-0.0003,199.64905,201,1.3509521484375,Low,642.03,1587.87,1396.7,554.46,2388.08,9054.74,47.32,522.74,2388.06,8131.96,8.4327,392,39.02,23.3483
58,13,0.0006,-0.0005,180.7926,200,19.2073974609375,Low,641.97,1584.27,1400.91,553.73,2388.03,9052.63,47.36,522.27,2388.05,8126.59,8.4073,393,38.97,23.2602
58,14,0.0012,0.0001,206.20975,199,-7.209747314453125,Low,642.42,1581.21,1395.05,554.35,2388.08,9046.57,47.38,522.22,2388.07,8125.58,8.371,392,38.99,23.4196
58,15,-0.0043,0.0001,211.98549,198,-13.985488891601562,Low,642.06,1582.2,1399.91,554.23,2388.03,9044.17,47.21,522.37,2388.14,8133.42,8.3964,392,39.07,23.4175
58,16,-0.0021,-0.0005,181.42398,197,15.576019287109375,Low,642.57,1586.76,1405.3,554.25,2388.1,9039.6,47.1,522.06,2388.07,8130.28,8.4589,392,38.74,23.2802
58,17,0.0028,-0.0002,199.73137,196,-3.7313690185546875,Low,641.68,1594.94,1400.24,553.73,2388.1,9051.42,47.21,521.49,2388.09,8133.16,8.4315,393,38.97,23.4132
58,18,0.0007,-0.0001,199.916,195,-4.9160003662109375,Low,642.13,1592.22,1408.68,554.57,2388.09,9046.03,47.34,521.87,2388.02,8129.43,8.4465,390,38.98,23.3305
58,19,-0.0021,-0.0003,199.37674,194,-5.376739501953125,Low,641.95,1584.23,1406.51,553.59,2388.05,9052.26,47.41,521.74,2388.03,8130.71,8.4186,392,38.98,23.4152
58,20,0.0018,-0.0005,191.3488,193,1.6511993408203125,Low,642.28,1588.24,1401.84,554.04,2388.05,9048.81,47.3,521.95,2388.03,8126.51,8.3947,392,38.95,23.4222
58,21,-0.0019,-0.0003,189.08797,192,2.9120330810546875,Low,642.51,1584.03,1398.55,553.73,2388.09,9052.43,47.34,521.92,2388.04,8132.66,8.4246,391,39.02,23.3549
58,22,0.0014,-0.0002,186.67061,191,4.3293914794921875,Low,642.36,1586.38,1401.46,554.06,2388.03,9046.0,47.28,521.64,2388.1,8131.88,8.4095,392,39.0,23.3764
58,23,0.0003,0.0,200.81477,190,-10.814773559570312,Low,642.31,1580.41,1396.43,554.21,2387.99,9051.56,47.28,522.47,2388.1,8131.56,8.4215,392,38.86,23.3825
58,24,0.0005,0.0004,172.94232,189,16.05767822265625,Low,642.21,1585.19,1396.16,553.78,2388.02,9048.05,47.43,521.9,2388.0,8130.1,8.3993,393,39.04,23.3806
58,25,-0.0022,0.0,176.62256,188,11.37744140625,Low,642.42,1587.02,1400.66,554.14,2388.02,9048.89,47.22,522.04,2388.1,8129.67,8.3847,391,38.95,23.2624
58,26,-0.0004,0.0004,176.3745,187,10.625503540039062,Low,642.26,1587.56,1402.97,553.52,2388.05,9047.82,47.64,521.87,2388.02,8128.62,8.4636,391,39.03,23.3332
58,27,-0.0017,-0.0004,189.21204,186,-3.2120361328125,Low,642.42,1584.75,1395.35,554.51,2388.06,9046.25,47.22,522.2,2388.11,8131.33,8.3943,392,38.94,23.3957
58,28,0.0,-0.0003,179.77782,185,5.2221832275390625,Low,641.99,1588.38,1398.16,553.53,2388.07,9053.09,47.25,521.78,2388.07,8136.31,8.3856,391,39.01,23.2773
58,29,0.0016,-0.0004,180.63805,184,3.3619537353515625,Low,641.73,1587.02,1401.06,554.42,2388.06,9047.35,47.18,522.04,2388.1,8129.65,8.4397,392,39.14,23.3564
58,30,-0.0017,0.0001,182.31183,183,0.68817138671875,Low,642.35,1586.3,1401.14,554.37,2388.1,9047.53,47.26,521.81,2388.06,8136.17,8.3916,392,38.97,23.4751
58,31,-0.0,0.0003,164.97125,182,17.02874755859375,Low,642.67,1587.1,1400.89,554.48,2388.04,9048.44,47.32,522.24,2388.08,8125.54,8.3931,392,38.96,23.326
58,32,0.0,-0.0004,187.3101,181,-6.3101043701171875,Low,642.12,1588.59,1401.77,553.64,2388.04,9050.52,47.2,522.15,2388.07,8128.2,8.4037,393,38.97,23.3649
58,33,-0.0023,0.0001,173.03069,180,6.9693145751953125,Low,641.87,1585.74,1396.02,554.39,2388.08,9044.98,47.42,522.17,2387.98,8128.81,8.4131,391,38.91,23.3689
58,34,-0.0038,-0.0005,185.89365,179,-6.893646240234375,Low,642.21,1590.35,1397.81,553.4,2387.99,9042.94,47.41,521.99,2388.04,8130.18,8.4061,394,38.91,23.3887
58,35,0.0021,-0.0003,181.42685,178,-3.426849365234375,Low,642.5,1588.31,1398.83,553.35,2388.07,9050.42,47.39,521.95,2388.09,8128.91,8.3782,392,38.94,23.3844
58,36,-0.0011,-0.0002,196.76639,177,-19.766387939453125,Low,641.81,1584.4,1398.32,553.96,2388.04,9054.96,47.41,521.69,2388.06,8132.23,8.38,394,38.93,23.4812
58,37,0.0003,-0.0001,173.07137,176,2.9286346435546875,Low,642.5,1587.63,1401.07,554.01,2388.04,9051.59,47.25,521.86,2388.06,8129.83,8.4079,392,39.1,23.393
58,38,-0.0009,-0.0004,166.73856,175,8.261444091796875,Low,642.5,1588.84,1399.14,554.24,2388.06,9041.05,47.23,522.47,2388.03,8128.37,8.3815,391,38.9,23.3376
58,39,0.0001,-0.0003,172.53989,174,1.460113525390625,Low,642.38,1588.69,1398.35,554.32,2388.07,9043.82,47.23,521.92,2388.05,8130.67,8.3915,390,39.02,23.3151
58,40,-0.0063,-0.0004,163.55022,173,9.449783325195312,Low,642.76,1582.6,1404.84,553.84,2388.07,9047.96,47.2,522.38,2388.01,8128.87,8.4402,392,38.89,23.3833
58,41,-0.0004,0.0003,155.39223,172,16.607772827148438,Low,642.21,1583.46,1403.92,554.07,2388.11,9038.67,47.3,522.57,2388.06,8125.85,8.4263,393,38.85,23.4211
58,42,-0.0003,-0.0002,194.2588,171,-23.258804321289062,Low,642.9,1585.89,1404.44,554.65,2388.03,9051.91,47.35,521.91,2388.09,8132.29,8.3864,391,39.11,23.4408
58,43,-0.0032,-0.0002,168.4699,170,1.5301055908203125,Low,642.17,1579.39,1397.25,553.84,2388.06,9042.52,47.37,521.98,2388.06,8131.16,8.425,392,38.98,23.4441
58,44,-0.0029,-0.0004,151.81725,169,17.182754516601562,Low,641.95,1586.32,1403.18,553.76,2388.09,9047.26,47.16,521.85,2388.13,8126.5,8.3999,392,38.92,23.3529
58,45,0.0003,-0.0002,174.92831,168,-6.928314208984375,Low,642.43,1584.25,1394.24,554.37,2388.05,9047.34,47.39,521.9,2388.03,8132.06,8.4205,394,39.09,23.3876
58,46,-0.001,0.0005,204.36658,167,-37.3665771484375,Low,641.47,1586.48,1399.54,554.03,2388.05,9048.75,47.4,521.95,2388.02,8131.34,8.3669,391,39.08,23.3712
58,47,-0.0021,0.0004,152.94025,166,13.05975341796875,Low,641.56,1591.18,1404.06,554.12,2388.06,9049.82,47.32,521.68,2388.09,8135.06,8.4673,393,38.86,23.3166
58,48,0.0024,-0.0002,154.15033,165,10.84967041015625,Low,642.48,1589.5,1399.34,553.98,2388.09,9047.88,47.33,521.42,2388.01,8128.56,8.4125,392,39.02,23.3615
58,49,-0.0004,-0.0003,182.10419,164,-18.10418701171875,Low,641.79,1586.92,1400.89,554.02,2388.05,9049.51,47.34,522.39,2388.09,8133.63,8.4065,393,38.96,23.4274
58,50,0.0024,-0.0005,139.18756,163,23.81243896484375,Low,642.42,1591.64,1400.09,553.17,2388.06,9047.57,47.47,522.49,2388.08,8128.4,8.4136,393,38.79,23.3803
58,51,-0.0014,-0.0001,136.39536,162,25.604644775390625,Low,642.38,1586.19,1400.54,553.87,2388.01,9048.92,47.45,522.4,2388.11,8129.03,8.3949,391,39.05,23.4128
58,52,-0.001,0.0001,154.90381,161,6.09619140625,Low,642.11,1586.92,1394.75,553.93,2388.06,9050.9,47.4,522.09,2388.04,8125.28,8.4171,393,39.09,23.3454
58,53,0.0022,0.0004,162.53206,160,-2.5320587158203125,Low,642.48,1582.26,1398.87,554.17,2388.03,9050.02,47.31,522.01,2388.06,8130.57,8.446,394,38.97,23.3745
58,54,0.0017,0.0002,162.5116,159,-3.5115966796875,Low,642.43,1587.21,1405.52,553.48,2388.08,9044.6,47.19,521.69,2388.04,8131.31,8.4159,392,38.81,23.3017
58,55,-0.0012,0.0004,172.48524,158,-14.485244750976562,Low,642.08,1581.12,1406.07,554.26,2388.04,9046.77,47.31,521.79,2388.08,8134.09,8.4069,392,39.0,23.4591
58,56,-0.0005,-0.0003,174.52423,157,-17.52423095703125,Low,642.49,1594.32,1398.1,554.73,2388.04,9042.62,47.35,521.58,2388.01,8131.97,8.4229,391,39.18,23.2507
58,57,0.001,0.0001,155.98015,156,0.0198516845703125,Low,641.95,1593.4,1397.1,553.65,2388.07,9047.35,47.52,522.09,2388.04,8135.6,8.4077,392,38.84,23.4801
58,58,-0.0002,-0.0003,157.27663,155,-2.2766265869140625,Low,642.8,1592.41,1396.97,554.2,2388.03,9045.29,47.36,522.66,2388.07,8129.71,8.3938,392,38.86,23.4604
58,59,-0.0028,0.0002,156.8923,154,-2.892303466796875,Low,642.54,1585.95,1414.02,553.42,2388.08,9039.84,47.4,521.9,2388.04,8128.78,8.3722,390,38.82,23.3057
58,60,0.0012,0.0002,151.3629,153,1.6371002197265625,Low,642.4,1588.29,1396.19,553.64,2388.08,9046.43,47.24,522.23,2388.03,8126.93,8.4087,392,38.84,23.3765
58,61,-0.001,0.0,164.60097,152,-12.600967407226562,Low,642.52,1583.14,1399.57,554.48,2387.92,9047.6,47.33,521.83,2388.11,8133.37,8.443,391,39.04,23.4057
58,62,0.0027,0.0004,161.92508,151,-10.925079345703125,Low,642.42,1580.92,1396.55,553.73,2388.03,9045.49,47.33,521.91,2388.12,8134.44,8.4329,392,38.97,23.4283
58,63,0.001,-0.0002,153.42441,150,-3.424407958984375,Low,642.61,1583.14,1405.3,554.09,2388.03,9045.38,47.39,522.12,2388.07,8130.73,8.4276,392,38.97,23.4525
58,64,0.0003,-0.0004,163.52092,149,-14.520919799804688,Low,642.58,1585.84,1396.41,554.35,2388.06,9052.95,47.26,522.1,2388.06,8131.4,8.3753,391,39.03,23.4546
58,65,-0.0026,0.0002,142.48058,148,5.5194244384765625,Low,642.33,1585.71,1405.89,553.73,2388.08,9056.05,47.19,521.83,2388.04,8131.8,8.4502,392,38.8,23.3975
58,66,-0.0042,-0.0,136.24944,147,10.750564575195312,Low,642.48,1583.66,1400.78,553.75,2388.07,9043.27,47.36,521.82,2388.07,8132.85,8.3762,394,38.82,23.4097
58,67,0.0009,0.0002,151.41827,146,-5.41827392578125,Low,642.15,1584.57,1405.36,554.84,2388.02,9055.74,47.33,521.89,2388.1,8131.4,8.4063,392,38.97,23.3726
58,68,0.0003,-0.0002,135.30908,145,9.69091796875,Low,642.07,1586.18,1399.95,553.54,2388.11,9041.88,47.45,521.99,2388.08,8132.36,8.3829,393,38.94,23.4129
58,69,0.0024,0.0001,160.10222,144,-16.102218627929688,Low,642.34,1585.04,1397.83,553.33,2388.09,9049.36,47.46,522.49,2388.09,8132.34,8.4232,393,38.77,23.5576
58,70,-0.002,0.0004,145.76674,143,-2.7667388916015625,Low,642.42,1584.19,1397.6,554.44,2388.06,9057.58,47.48,522.28,2388.07,8129.14,8.4109,392,39.04,23.4107
58,71,-0.0017,-0.0,116.19773,142,25.802268981933594,Low,643.21,1592.29,1407.88,553.78,2388.1,9057.6,47.4,521.85,2388.1,8132.27,8.4568,392,38.65,23.4683
58,72,-0.0009,-0.0003,155.78432,141,-14.784317016601562,Low,642.72,1591.44,1400.95,553.24,2388.06,9052.67,47.33,522.23,2388.06,8129.22,8.4002,391,39.06,23.3602
58,73,-0.0022,0.0,127.81059,140,12.189407348632812,Low,642.34,1583.25,1405.08,554.38,2388.12,9043.09,47.51,522.27,2388.12,8129.6,8.4382,391,39.09,23.2905
58,74,-0.0017,0.0004,163.80151,139,-24.801513671875,Low,641.79,1590.76,1403.24,554.36,2388.07,9052.82,47.27,521.9,2388.02,8131.93,8.394,391,38.93,23.3279
58,75,-0.0015,-0.0003,131.92609,138,6.07391357421875,Low,642.17,1583.86,1404.46,553.89,2388.07,9046.38,47.44,521.44,2388.01,8133.29,8.4183,392,38.94,23.3334
58,76,-0.0013,-0.0004,148.82681,137,-11.826812744140625,Low,642.48,1594.94,1403.09,553.98,2388.07,9052.83,47.24,521.63,2388.09,8129.07,8.4251,392,38.97,23.3616
58,77,0.0011,0.0002,137.04265,136,-1.0426483154296875,Low,642.41,1583.88,1405.08,553.68,2388.03,9045.45,47.39,521.89,2388.07,8129.62,8.4132,393,39.04,23.4244
58,78,0.0025,0.0004,177.65471,135,-42.65470886230469,Low,642.75,1592.65,1399.19,553.73,2388.06,9045.41,47.23,522.12,2388.12,8132.47,8.4086,392,38.95,23.4345
58,79,-0.0012,-0.0001,167.3015,134,-33.30149841308594,Low,642.18,1591.36,1409.6,554.15,2388.09,9047.64,47.15,522.17,2388.08,8135.26,8.3842,392,39.03,23.3375
58,80,0.0015,-0.0004,142.92583,133,-9.925827026367188,Low,642.46,1586.57,1398.44,554.28,2388.12,9045.29,47.37,522.12,2388.05,8131.37,8.4256,393,38.93,23.3965
58,81,0.0009,-0.0002,153.35852,132,-21.3585205078125,Low,642.0,1592.45,1397.46,554.77,2388.09,9055.8,47.19,522.01,2388.08,8133.55,8.4358,394,38.95,23.4109
58,82,-0.0026,-0.0005,124.86115,131,6.138847351074219,Low,642.59,1587.61,1401.49,553.6,2388.1,9055.09,47.24,521.83,2388.05,8130.76,8.399,391,38.88,23.3738
58,83,0.0018,-0.0005,133.81932,130,-3.8193206787109375,Low,642.15,1595.53,1407.51,553.92,2388.02,9049.14,47.34,521.57,2388.05,8134.52,8.4082,393,38.97,23.275
58,84,-0.0002,0.0001,114.091255,129,14.908744812011719,Low,642.67,1585.93,1401.45,553.8,2388.1,9049.13,47.43,521.45,2388.09,8128.72,8.417,392,38.9,23.2956
58,85,0.0002,-0.0003,137.36307,128,-9.363067626953125,Low,642.78,1588.87,1398.83,553.7,2388.1,9046.34,47.21,522.47,2388.1,8134.83,8.4583,392,38.8,23.1775
58,86,0.0001,-0.0004,128.62445,127,-1.62445068359375,Low,642.39,1585.08,1395.41,554.14,2388.08,9050.5,47.41,521.61,2388.08,8133.28,8.4098,393,38.86,23.3471
58,87,0.0001,0.0,133.18538,126,-7.1853790283203125,Low,642.67,1582.37,1396.83,553.3,2388.05,9051.75,47.49,521.74,2388.05,8124.29,8.426,392,39.03,23.2832
58,88,0.0016,0.0001,139.84875,125,-14.8487548828125,Low,642.51,1585.99,1398.39,553.9,2388.06,9054.87,47.45,522.07,2388.12,8135.21,8.4136,393,38.86,23.4126
58,89,0.0019,0.0002,127.97323,124,-3.9732284545898438,Low,642.3,1588.17,1406.31,554.47,2388.12,9045.95,47.29,522.04,2388.02,8129.0,8.4391,391,38.9,23.4637
58,90,0.0028,0.0,126.24968,123,-3.2496795654296875,Low,642.1,1586.44,1403.35,554.0,2388.07,9050.78,47.35,522.11,2388.09,8130.2,8.4374,392,38.74,23.3
58,91,-0.0014,0.0004,131.83067,122,-9.830673217773438,Low,642.5,1588.05,1402.72,553.23,2388.11,9052.89,47.5,521.95,2388.13,8137.62,8.4292,393,39.07,23.4279
58,92,0.0023,0.0001,117.05036,121,3.9496383666992188,Low,642.5,1589.85,1404.02,554.28,2388.06,9042.41,47.45,521.64,2388.11,8131.9,8.3913,393,38.9,23.37
58,93,-0.0045,0.0004,142.77069,120,-22.77069091796875,Low,642.61,1586.32,1401.66,553.94,2388.05,9052.13,47.36,521.83,2388.04,8135.73,8.4252,392,38.81,23.2857
58,94,-0.0003,-0.0003,113.27262,119,5.727378845214844,Low,642.25,1583.23,1406.76,553.97,2388.1,9044.06,47.56,521.93,2388.09,8130.83,8.4383,392,38.95,23.3256
58,95,-0.0013,-0.0001,144.31363,118,-26.313629150390625,Low,642.32,1589.39,1402.61,554.06,2388.01,9052.03,47.42,522.42,2388.07,8134.67,8.402,393,38.93,23.4261
58,96,-0.0011,0.0004,141.60208,117,-24.602081298828125,Low,642.58,1584.1,1399.22,554.12,2388.03,9050.51,47.41,521.89,2388.09,8135.91,8.4073,393,38.89,23.2845
58,97,-0.0039,-0.0003,127.94127,116,-11.941268920898438,Low,642.35,1583.76,1406.6,553.41,2388.12,9050.83,47.36,522.04,2388.06,8131.98,8.4242,393,38.86,23.2974
58,98,0.0005,0.0003,120.3007,115,-5.300697326660156,Low,642.06,1591.45,1408.28,553.87,2388.12,9053.2,47.39,522.02,2388.03,8129.74,8.4272,392,38.79,23.3183
58,99,-0.0003,-0.0001,128.74332,114,-14.743316650390625,Low,642.49,1588.78,1397.7,554.09,2388.06,9052.51,47.44,521.88,2388.14,8127.08,8.4327,394,38.74,23.3876
